food,split,shape,asset_path,method,trial_index,seed,success,spill,trajectory_rmse_from_baseline,bias_approach_speed,bias_scoop_depth,bias_tilt_angle,bias_lift_speed,attr_hardness,attr_stickiness,attr_rollability,attr_fragility,mass,static_friction,dynamic_friction,restitution,notes
qiu,test,sphere,dafan/dafan/food/qiu.usd,baseline_grits,19,1584461407,1,0,0.0,0.0,0.0,0.0,0.0,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,baseline_grits,20,2007492791,1,0,0.0,0.0,0.0,0.0,0.0,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,baseline_grits,21,557363168,0,1,0.0,0.0,0.0,0.0,0.0,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,baseline_grits,22,370292681,1,0,0.0,0.0,0.0,0.0,0.0,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,baseline_grits,23,282385977,1,0,0.0,0.0,0.0,0.0,0.0,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,baseline_grits,24,1328393535,1,1,0.0,0.0,0.0,0.0,0.0,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,baseline_grits,25,1710084067,1,0,0.0,0.0,0.0,0.0,0.0,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,baseline_grits,26,2055850987,1,1,0.0,0.0,0.0,0.0,0.0,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,baseline_grits,27,1764351603,1,0,0.0,0.0,0.0,0.0,0.0,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,baseline_grits,28,1758503592,0,1,0.0,0.0,0.0,0.0,0.0,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,baseline_grits,29,316756902,1,0,0.0,0.0,0.0,0.0,0.0,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,0,538274418,0,0,0.11606843982552895,0.20784708186605697,0.0626289793300078,-0.022011221908281725,0.07924795588581565,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,1,1479679716,0,0,0.1114750965226385,-0.1635327712721939,0.1447836403795755,0.022573515188018423,0.0386258357768042,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,2,554192345,0,0,0.15744031618487714,-0.02964795394793107,0.1807133992166304,-0.1956183459921781,-0.16536910691883464,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,3,657196424,0,1,0.1420656847565856,-0.08618520116471418,-0.14873453779540413,0.19128464812119403,-0.12079307472519465,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,4,1219978197,0,0,0.09904719303330597,0.15221083070858085,-0.10973366404792041,0.05942512021060822,0.02237022281258147,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,5,537602307,0,0,0.10174906927072992,0.0550098390373798,0.05034844245560713,-0.17889150097122655,0.062034468011556515,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,6,662259333,1,1,0.12280182748378995,-0.14467172585545138,0.0547708424708129,0.17688039322391982,-0.07144738189344704,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,7,176928180,0,0,0.16387036783669012,0.1431039576237181,-0.20751566532449384,-0.19999680655180954,0.062239642882718466,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,8,1136688451,1,0,0.07633197764186252,0.06649719009366392,0.11746196040317688,-0.03670181518817167,0.06115612457190303,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,9,2139057162,1,0,0.10146277398095149,0.1711586278375399,0.020054092760797754,0.062439207292542404,-0.08707859029996604,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,10,1051742593,0,0,0.130235829602021,0.1340627878549225,0.08139597012609776,-0.08912909657091339,-0.18789186877764785,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,11,257324536,0,1,0.08544145349712422,-0.15044460331330883,-0.037126431665789356,-0.015645450578852582,-0.07031526992521797,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,12,617052325,0,0,0.11385239169888266,-0.08246370033134945,0.09607966944947252,0.10304789211400059,0.1587420409319031,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,13,1712474804,1,0,0.09579816829970503,-0.16246289331694996,-0.056962312857871844,0.027126534929282436,-0.07958900998261081,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,14,2003484425,0,0,0.15177684210544484,-0.1660903600030576,-0.0221777547219075,-0.15801384059639925,-0.19773367160787228,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,15,1649910946,0,1,0.15791792929491905,0.16023209415946957,-0.036020712932654325,0.2035817749853082,0.17701676391264679,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,16,1406326125,0,0,0.14746379497232345,0.19085067550973814,0.09729650868173365,-0.1364729954617217,-0.14988933876725408,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,17,2004955678,0,1,0.14957595623121317,-0.0005457283050321615,-0.08424218789605112,-0.20980242878480554,0.19590243379046438,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,18,1963790638,0,1,0.1590392909478477,0.2053421174430892,-0.1253364540884539,-0.06472616090320366,-0.19776222196372756,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,19,2125554417,0,0,0.0990544731142147,0.04290825924448197,0.15085384464170346,0.0759090656567977,-0.09427071216595229,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,20,35121678,1,0,0.12509702386690486,0.15275584077312584,-0.030391781487082187,0.16828052160418086,0.10010354787813244,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,21,1731963069,0,0,0.07810207654370367,-0.058987564892272276,-0.043744086753507105,0.030923923307652895,-0.1343516671694036,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,22,1239534867,1,0,0.12056437457769249,-0.1876460301131496,0.0018724328142100677,0.11633781047118544,-0.09692290184544791,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,23,510289448,0,1,0.16368910628119235,-0.1633881080967453,-0.17746014614911654,-0.05579273201707918,0.21418657235203334,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,24,1570267413,1,0,0.08679735368596865,0.11218467580882932,-0.132414532116922,0.0040139071390801195,3.427757108329099e-05,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,25,194576436,1,0,0.1303378487783075,-0.2028778548516631,0.09398041238291491,0.13374497628545332,0.008506392546556635,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,26,639695273,0,1,0.05108164831994969,0.04675462985767384,0.006822522144791732,-0.07569502703992845,0.04974997326845834,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,27,697940975,1,0,0.08554336570687512,-0.04709998133874746,0.051260214487467065,0.15074484804021646,0.04123884847763418,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,28,2103875358,0,0,0.09855487226499146,0.09184551483159267,-0.08809215151553795,0.13892948662728263,-0.05792256365906137,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,random_bias,29,470748124,1,0,0.13492702219664876,0.21115513371883124,0.03682894241346599,0.13057211812926475,0.09914265352281634,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,0,114448659,0,1,0.0015574633074313731,-0.002202585732267905,0.0,0.0,-0.002202585732267905,0.4984453024636402,0.0440517146453581,0.800376026701913,0.0,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,1,977290717,0,1,0.012382892235319593,-0.01751205414059346,0.0,0.0,-0.01751205414059346,0.5310747027063097,0.0,0.9739574664868488,0.21890067675741826,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,2,1632905061,0,1,0.015209018326182995,-0.021508799987268942,0.0,0.0,-0.021508799987268942,0.6224159222418421,0.17679773709298502,1.0,0.15836141415774613,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,3,471997674,1,0,0.014740179139655377,-0.020845761251109613,0.0,0.0,-0.020845761251109613,0.5813685924312553,0.16038313780683072,0.8479488715160978,0.16033255450960096,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,4,875708102,0,1,0.007823283810239048,-0.011063794066733926,0.0,0.0,-0.011063794066733926,0.4331619634910751,0.15375960971327784,1.0,0.04219766976337541,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,5,267496095,1,0,0.0008020672089475788,-0.001134294324828401,0.0,0.0,-0.001134294324828401,0.523461646250883,0.0,0.6570163857861241,0.014178679060355012,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,6,2054587733,1,0,0.018065677895873936,-0.025548726693808758,0.0,0.0,-0.025548726693808758,0.48146553506499123,0.06893448370408241,1.0,0.27627503135755793,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,7,1470283342,1,0,0.0033459771746619646,-0.00473192629979776,0.0,0.0,-0.00473192629979776,0.43495422904658737,0.04557573283251898,1.0,0.03066424572714764,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,8,1135426914,1,1,0.014219979951575654,-0.020110088504191798,0.0,0.0,-0.020110088504191798,0.5097346355836673,0.0466569468676823,0.9222359035004413,0.22221551451009602,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,9,965796553,1,1,0.0,-0.0,0.0,0.0,-0.0,0.7619943328674548,0.0,0.9365794570744279,0.0,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,10,2100252248,0,1,0.00874537587439402,-0.01236782916961849,0.0,0.0,-0.01236782916961849,0.5197027155923023,0.14762062771666004,1.0,0.062334972297318575,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,11,1174491176,0,1,0.010625732776629489,-0.015027055402861748,0.0,0.0,-0.015027055402861748,0.5254354646501758,0.18150525474327034,0.7561036304935707,0.0743974083212279,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,12,1694503971,1,0,0.003257867829640963,-0.00460732086909725,0.0,0.0,-0.00460732086909725,0.6328714221716413,0.0,0.9422984198385134,0.057591510863715625,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,13,1235362881,0,0,0.006260686380501577,-0.008853947589069853,0.0,0.0,-0.008853947589069853,0.5811909451360192,0.07100482602868755,1.0,0.06629632859544345,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,14,2057629778,0,1,0.020551883969065207,-0.029064753041370208,0.0,0.0,-0.029064753041370208,0.5836734725090497,0.22626633879301644,0.906390495504321,0.2218929512714923,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,15,1166605339,0,0,0.010837399281256115,-0.015326397044404829,0.0,0.0,-0.015326397044404829,0.6219721505241621,0.16402554047386786,0.8690370607382824,0.08906400025889297,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,16,969252345,1,0,0.01263669867130764,-0.017870990644585333,0.0,0.0,-0.017870990644585333,0.5329942527863414,0.059975834589127155,0.8112313713141334,0.1859024864391122,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,17,431837075,1,0,0.005457039572510122,-0.007717419373850492,0.0,0.0,-0.007717419373850492,0.5317708285066359,0.040495750236102024,1.0,0.07115789827556739,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,18,678351760,0,1,0.00970117122640603,-0.01371952791928704,0.0,0.0,-0.01371952791928704,0.39403288643244094,0.1832845221573186,0.9858118805231972,0.05694127264276386,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,19,856656865,0,1,0.008832143036656902,-0.012490536467259282,0.0,0.0,-0.012490536467259282,0.5524445846754799,0.014209961674675406,0.9138340845035108,0.14725047979406888,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,20,384230848,0,1,0.001147628615978447,-0.001622991953284184,0.0,0.0,-0.001622991953284184,0.5164983194710597,0.03245983906568368,0.9089256847427966,0.0,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,21,160194739,1,0,0.006809452849586092,-0.00963002057222477,0.0,0.0,-0.00963002057222477,0.5924369497002427,0.054261496413264526,0.9567395373576203,0.0864618218945193,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,22,156078445,0,1,0.009874352968127742,-0.01396444388718528,0.0,0.0,-0.01396444388718528,0.6304522713724818,0.07857020577536537,0.7321750753494697,0.12544916998021266,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,23,1243251189,0,0,0.008453736852199948,-0.011955389309114403,0.0,0.0,-0.011955389309114403,0.5578033043437004,0.07236578412791335,0.885306132727067,0.10421375128398419,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,24,1438994940,0,1,0.01650078464000897,-0.023335633427698333,0.0,0.0,-0.023335633427698333,0.49818218632222816,0.31485611720458,0.8300672910806628,0.09491034459336664,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,25,576384364,0,1,0.009129461087981312,-0.012911007687780602,0.0,0.0,-0.012911007687780602,0.6033141788110621,0.007637516900887889,0.9337535269090222,0.1566141480342026,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,26,697907532,1,0,0.006040786459090811,-0.00854296213784597,0.0,0.0,-0.00854296213784597,0.5363123159556846,0.0,0.9173586704275354,0.10678702672307462,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,27,1447885778,0,0,0.003979739188929778,-0.005628201135692192,0.0,0.0,-0.005628201135692192,0.5762528390569304,0.0,0.9222733997788408,0.0703525141961524,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,28,1741567887,0,0,0.010278106488756563,-0.014535437591914443,0.0,0.0,-0.014535437591914443,0.5947786510958142,0.0,1.0,0.18169296989893052,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_decision_only,29,793629209,1,0,0.009038739863699807,-0.012782708502006607,0.0,0.0,-0.012782708502006607,0.6405439904978782,0.06953438321182241,0.9286150373542265,0.11632486676769359,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,0,1647439475,0,1,0.1063468438006076,0.03416446055196277,0.07733538852397209,0.18498805726692163,0.06220973180341727,0.5621675493449334,0.2133803542186254,0.985021898971477,0.1006810313252848,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,1,49116110,1,0,0.09669092843409144,0.00882299136503377,0.054862875798238724,0.18085298730776228,0.04001198858047815,0.5445226522880643,0.15532276229785988,0.9302087735115389,0.23832614838183883,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,2,1998856257,1,1,0.08947754644847493,0.04705989361240821,0.0685953836517183,0.14623276956712208,0.06099952568133073,0.5214977888952649,0.15643475068017001,0.7501301236059301,0.11730961586139399,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,3,1335640103,1,0,0.11828875085223028,0.032160659550283,0.057386314795357066,0.21124710306636335,0.08376203561454487,0.5081704060427564,0.0,0.9913127999225286,0.09209419739261344,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,4,948540266,1,0,0.1058278460311259,0.006504638476193518,0.05543781408686084,0.19867584721766957,0.04701465901457393,0.5582574772768183,0.12203549379588016,0.9958775022732362,0.2289574154957844,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,5,1604706474,0,1,0.08962766991825451,0.03272045805536413,0.05419628967491305,0.15824124454270738,0.055536647320463005,0.4628010550464701,0.1309459226825191,0.8223129429513023,0.13810856303976943,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,6,938070754,1,1,0.113526399477485,0.061844629488275855,0.07441969623810427,0.181048322317167,0.09701252040180898,0.558995015578235,0.0,0.8039758735311962,0.040279077216492404,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,7,1918767949,1,0,0.10751745008577128,0.03090581583799559,0.0554083941336461,0.19250473928393627,0.07180998573964095,0.47536773413801897,0.06664908068298903,0.9538727186813014,0.10060726549898595,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,8,868256753,1,0,0.09794268963878787,0.017937613195606945,0.04849395537846016,0.18100555166323973,0.054172413702941624,0.5090885894036186,0.059893383902769874,0.8742908268392681,0.2055253642888628,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,9,499247083,1,0,0.09687137067368252,0.04268206978836781,0.05371886398113943,0.1654971992102943,0.07375263689860109,0.49609783577228983,0.0,0.749156750404332,0.13201224148120275,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,10,1913333579,0,1,0.11096055883815825,0.04610457487401024,0.06873219552223103,0.18768836191186378,0.08468951970537644,0.5816978050147753,0.0,0.8319232147485781,0.11265162763306673,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,11,247977570,1,0,0.101766561711708,0.024282722753738523,0.0439730198393931,0.18615550240216625,0.06518116413319099,0.43849051005922013,0.03682220878091576,0.914000882333015,0.13567643142335092,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,12,1092885428,1,0,0.1176791970606072,0.04312363330529627,0.07188857063269734,0.20173827337730466,0.08756499529491683,0.6036923996857686,0.0,0.8985327888081632,0.10849321448592468,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,13,1479740208,1,1,0.11451114024842061,0.013369052098090658,0.04785815231725468,0.21333580435244603,0.06685734999269466,0.5193713738910136,0.0,1.0,0.18267567140596713,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,14,2027530378,1,0,0.124886618376909,0.0643264481408649,0.09463127459332078,0.19805240719340517,0.10034412659344136,0.6304060034233354,0.09624855546043361,0.9362109519025361,0.0,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,15,1805440796,1,1,0.07461545437379451,0.028050248465884314,0.049255776574564585,0.13289512209306115,0.037360442777626963,0.43122121418460513,0.1995861632900332,0.7507144107959883,0.1767296761706562,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,16,1621334484,1,0,0.09851370342414524,0.050457020399775725,0.06847888905384311,0.16239362258315146,0.07220000858733192,0.4639371106807908,0.16536756213795686,0.8675822918946073,0.03530940867034818,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,17,1493660313,0,1,0.10868627190022374,0.04491202682604571,0.10281505213820336,0.17549917388220718,0.06215173099065988,0.7347813906104875,0.25055877840941354,0.8873207337468327,0.14599323083110774,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,18,956447193,1,0,0.12619642174021725,0.03601673246250792,0.07294718422788421,0.22159925053528753,0.08931642009331343,0.6182884264584279,0.0,1.0,0.10798008011802206,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,19,1821616017,1,0,0.09604636894742785,0.00909362709707026,0.031948724928856934,0.1825910365903566,0.04956529259916103,0.40402325829117275,0.05031104620491687,0.921152789997138,0.19373799048711832,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,20,1183906581,1,0,0.1050429318322982,0.042996556134443045,0.08723215539569627,0.17488814103404798,0.0639691758814596,0.6115284740486782,0.23117021355626577,0.921989477099565,0.09962323031256795,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,21,1800624665,0,1,0.10980369077846211,0.029306693125128718,0.0431259159853289,0.19860560468613261,0.07787482860359952,0.40914038059698865,0.0,0.965511565907804,0.08188549211041227,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,22,289012242,0,0,0.10801507984054877,0.05937298187573242,0.07983718696027367,0.17151952628332628,0.08573770813847369,0.5668456626036119,0.09238470063999961,0.818099514472523,0.04811028849448955,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,23,209063208,1,0,0.09747400084830021,0.03465862157651971,0.06430286052921742,0.16987911385223903,0.06172302747315093,0.5507960849233504,0.10405207959107268,0.8275759394256041,0.15729181811902815,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,24,242425303,1,0,0.09923024801547306,0.007530991045457018,0.0811592492848177,0.17877669037234598,0.027962902098272607,0.7116281161101881,0.27571403945471845,0.9377073643329636,0.29734685086392776,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,25,1369680934,1,1,0.10941879325636947,0.035549287045760304,0.04927529228833584,0.19419444158288868,0.08053944306653567,0.4283190140401686,0.015597885647994816,0.9445055611858872,0.06651885901356991,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,26,615298850,1,0,0.1104467314123475,0.03941623041743151,0.07779688977163629,0.1889994448563665,0.07394008712606448,0.6467070557731268,0.07128473732484952,0.8650559462608076,0.15316834528827247,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,27,752191321,1,0,0.09259668401811466,0.0470398640759837,0.055323153799402454,0.15436755576457972,0.07206830879986216,0.490656083948278,0.019910803545742747,0.7058372605537483,0.12589426181452512,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,28,1637046672,0,1,0.11004072747168711,0.03466673361477674,0.06245220607236272,0.19363407982289768,0.0764174684107593,0.5656353784707153,0.011675664258424645,0.8806617884109174,0.14282478740146148,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,llm_bias,29,1616884203,0,1,0.10177691692545172,0.025378544174128107,0.07073786312658586,0.18134761454552106,0.05384505724703572,0.590121495545701,0.17095226899041094,0.9232425253654841,0.17707712935439757,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,human_upper_bound,0,619986018,1,0,0.12840907288817252,0.04079999999999995,0.08240000000000014,0.22460000000000002,0.08399999999999996,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,human_upper_bound,1,1988677919,1,0,0.12840907288817252,0.04079999999999995,0.08240000000000014,0.22460000000000002,0.08399999999999996,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,human_upper_bound,2,247492925,1,0,0.12840907288817252,0.04079999999999995,0.08240000000000014,0.22460000000000002,0.08399999999999996,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
qiu,test,sphere,dafan/dafan/food/qiu.usd,human_upper_bound,3,1772436303,0,1,0.12840907288817252,0.04079999999999995,0.08240000000000014,0.22460000000000002,0.08399999999999996,0.55,0.08,0.92,0.12,0.035,0.22,0.16,0.35,dry_run
